UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
199698,St. Andrews University,1700 Dogwood Mile,Laurinburg,NC,28352,2,1,1,1,20,1,2,2,2,2,32,1,A,-2,1,1,31,2,1,2,-2,41,40,41,43,50,34,43,50,34,0,0,0,683,634,49,37,24,4,1,0,1,2,4,16,12,51,29,656,190,64,380,22,37,25,4,1,0,1,2,4,17,12,51,27,59,7,4,0,0,0,4,11,0,15,52,,,,,55,39,6,1,17,6,77,14,6,80,100,0,0,32,29,35,0,33,33,,32,0,34,20,,25,,27,32,32,29,35,0,33,33,,32,0,34,20,,25,,24,24,35,35,35,35,48711,59601,50666,48474,38697,,,178,43,0,0,3,0,17,3,1,37,7,67,41,0,26,0,0,24390,25874,25874,26648,39656,39656,39656,43064,43064,43064,32356,32356,32356,190,255,75,48,,14,205,,,,,603,,,96,54,5576,34,4280,93,13964,73,6413,8333392,93,18721,54,5058,23,1188,73,6235,1,13250,85,16244,47,1263727,4497,72,2680275,6162,3575731,613391,556383,57008,295290,2667050,955471,928971,26500,196,96,,,,,,,,,34,191,168,3,1,19,3575731,18721,157,153,3,1,0,2928837,18655,61,1250628,20502,32,662294,20697,23,419920,18257,21,326445,15545,20,269550,13478,25069,157,61,32,23,21,20,-79.478567,34.74563,NC,10.79455165
199722,Southeastern Community College,4564 Chadbourn Hwy,Whiteville,NC,28472-5422,4,2,1,2,40,1,2,-2,2,2,42,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1457,484,973,62,19,5,0,0,0,6,3,4,0,65,9,1457,210,32,1006,209,62,19,5,0,0,0,6,3,4,0,65,0,,,,,,,,,,,,31,48,21,0,99,0,0,1,20,50,30,20,50,30,,,,20,15,24,24,0,,0,16,13,24,0,0,0,26,,,,,,,,,,,,,,,,,17,,,,26,,48689,,,,,,48689,255,80,0,0,3,86,22,11,8,14,0,31,10,0,19,2,0,2461,2589,2589,2595,,,,17145,17145,23289,7695,7695,13839,132,244,54,64,50,9,218,0,217,1,0,1450,,,89,75,5131,21,1950,44,1432,0,,4482229,89,5518,65,5847,10,285,0,,0,,55,5659,46,3679053,5524,0,0,,1064942,836289,830311,5978,89715,138938,0,0,0,193,89,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.783365,34.331749,NC,11.46621622
199731,Southwestern Community College,447 College Drive,Sylva,NC,28779,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,2366,825,1541,76,2,9,1,1,0,8,2,1,1,61,7,2366,240,173,1150,803,76,2,9,1,1,0,8,2,1,1,61,0,,,,,,,,,,,,26,46,28,0,97,2,1,0,22,26,52,22,26,52,,,,41,35,46,31,100,,100,0,27,42,29,33,100,12,,,,,,,,,,,,,,,,,36,,54,,51,,50263,,,,,,50263,328,171,0,0,7,35,32,5,9,22,0,47,16,0,25,6,0,2184,2213,2213,2213,,,,16913,16913,22289,7463,7463,12839,154,780,20,70,44,13,162,0,160,2,0,2464,,,83,65,6896,30,2118,12,2199,9,5722,6483029,80,6795,65,6798,11,575,9,5722,0,,41,6406,36,5476666,6259,7,1023026,5913,876562,730973,720621,10352,103801,41788,85835,85835,0,131,81,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.207129,35.348575,NC,26.50620068
199740,Stanly Community College,141 College Drive,Albemarle,NC,28001,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,2545,761,1784,68,15,4,3,3,0,0,2,7,1,68,6,2545,339,127,1413,666,68,15,4,3,3,0,0,2,7,1,68,0,,,,,,,,,,,,,,,,100,0,0,0,61,23,16,61,23,16,,,,48,49,47,50,33,33,,47,100,48,0,62,50,,,,,,,,,,,,,,,,,,40,,,,58,,43694,,,,,,43694,333,156,0,0,2,41,48,4,11,18,1,52,19,0,32,0,1,2523,2661,2661,2673,,,,20228,20228,26372,11725,11725,17869,163,469,35,62,36,13,251,0,251,0,0,2540,,,53,47,6592,21,1916,7,1510,0,,7981459,53,6765,47,6545,3,688,0,,0,,55,5734,43,6474520,5978,0,0,,906557,777845,772343,5502,101526,27186,0,0,0,134,53,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.236303,35.339895,NC,7.779294653
199768,Surry Community College,630 S. Main St.,Dobson,NC,27017-8432,4,2,1,2,40,1,2,-2,2,2,42,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,3145,1057,2088,75,3,17,1,1,0,0,1,3,0,62,9,3145,519,155,1199,1272,75,3,17,1,1,0,0,1,3,0,62,0,,,,,,,,,,,,,,,,97,3,0,0,22,30,48,22,30,48,,,,30,25,35,0,67,67,,14,41,28,29,0,,30,,,,,,,,,,,,,,,,,27,,,,32,,51407,,,,,,51407,349,198,0,0,2,9,40,3,12,8,0,77,26,2,47,1,1,2476,2540,2535,2540,,,,18490,18490,24634,12415,12415,18559,298,1247,24,68,54,12,305,0,299,6,0,3236,,,76,55,5853,42,1191,29,881,0,2000,9648063,71,5596,55,5816,5,414,0,,0,2000,46,6493,29,3321679,3500,0,0,,1208658,977415,971207,6208,153677,77566,2000,0,2000,217,71,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.716834,36.384334,NC,26.60499432
199786,Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,27253-8000,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,4248,1581,2667,55,19,15,2,2,0,1,3,3,3,62,9,4248,662,149,3090,347,55,19,15,2,2,0,1,3,3,3,62,0,,,,,,,,,,,,,,,,99,0,0,0,13,23,64,13,23,64,,,,23,25,22,0,25,25,,10,23,27,25,14,30,17,,,,,,,,,,,,,,,,,19,,,,28,,53365,,,,,,53365,397,233,0,0,5,37,27,4,5,10,0,76,23,0,53,0,0,2190,2190,2036,2036,,,,26131,26131,31123,17551,17551,22543,372,1049,35,64,46,14,473,0,452,21,0,4227,,,71,56,4928,19,1661,12,1242,1,2683,7075318,68,4738,56,4901,6,243,0,,1,2683,45,3689,36,5621775,3743,0,0,,1516069,1296177,1288877,7300,147853,72039,8050,0,8050,320,68,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.357657,36.066683,NC,20.52017937
199795,Tri-County Community College,21 Campus Circle,Murphy,NC,28906,4,2,1,2,40,1,2,-2,2,2,43,1,A,-2,1,1,40,2,1,1,North Carolina Community College System,,,,,,,,,,,,,963,413,550,89,1,4,1,1,0,1,1,2,0,61,7,963,106,39,339,479,89,1,4,1,1,0,1,1,2,0,61,0,,,,,,,,,,,,43,32,24,0,97,2,0,1,38,39,23,38,39,23,,,,26,29,24,0,,,,50,100,24,,,0,23,,,,,,,,,,,,,,,,,21,,,,50,,43496,,,,,,43496,165,81,0,0,2,29,20,4,5,2,0,22,6,0,16,0,0,2426,2490,2491,2363,,,,16178,16178,22322,8900,8900,15044,65,288,23,61,42,16,69,0,55,14,0,1024,,,84,78,4890,30,1546,10,985,0,,2022537,83,5324,78,4844,20,179,0,,0,,38,5199,36,1784272,4862,0,0,,303443,264082,261582,2500,32469,6892,0,0,0,57,83,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.966476,35.067021,NC,15.51235955
199838,Vance-Granville Community College,200 Community College Road,Henderson,NC,27537,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,3063,927,2136,49,32,8,1,1,0,1,2,6,1,67,6,3063,286,64,1686,1027,49,32,8,1,1,0,1,2,6,1,67,0,,,,,,,,,,,,,,,,99,1,0,0,27,37,37,27,37,37,,,,43,49,36,100,,,,24,20,51,50,33,60,13,,,,,,,,,,,,,,,,,34,,,,55,,46485,,,,44330,,46534,331,136,0,0,3,45,41,3,8,22,0,73,35,0,36,1,1,1891,1944,1948,1948,,,,15342,15342,19950,7851,7851,12459,170,733,23,58,48,13,176,0,175,1,0,3329,,,73,60,7614,18,1708,16,870,1,2000,9540678,73,6876,60,7589,3,433,0,,1,2000,54,5306,41,8177824,6040,0,0,,886959,807078,804478,2600,54642,25239,2000,0,2000,129,73,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.487651,36.323887,NC,21.80227273
199847,Wake Forest University,1834 Wake Forest Road,Winston-Salem,NC,27106,2,1,1,1,11,1,2,2,1,2,12,1,A,-2,1,1,16,2,3,2,-2,29,33,27,37,39,36,37,39,36,0,0,0,8401,7880,521,66,8,7,5,5,0,0,3,2,10,54,27,5225,1421,13,3791,0,69,6,7,4,4,0,0,3,0,10,53,3176,62,10,6,6,6,0,0,1,4,10,57,0,100,0,0,19,69,12,0,5,1,94,0,1,99,13,1,86,89,87,90,100,79,79,100,85,89,90,91,,87,,85,88,89,87,90,100,79,79,100,85,89,90,91,,87,,85,85,90,90,89,89,105028,151226,103591,85018,70181,70287,84287,6553,1966,238,0,76,104,353,900,416,187,954,1359,333,10,886,92,38,47682,49308,51400,53322,71638,71638,71638,71638,71638,71638,56592,56592,56592,1420,1434,99,96,100,10,1348,,,,,5102,,,46,8,5817,4,4892,38,40124,23,10879,87795734,38,41719,8,4625,7,1409,22,6784,5,22149,49,35473,10,2234358,4505,24,9624202,7934,21401941,604980,480980,124000,293520,20503441,3372601,2021535,1351066,562,42,,,,,,,,,26,513,494,2,17,0,21401941,41719,366,356,1,9,0,13527555,36961,47,2854833,60741,38,2099620,55253,41,2027039,49440,64,2822589,44103,176,3723474,21156,27354,315,47,38,41,63,126,-80.277446,36.133609,NC,41.19230769
199856,Wake Technical Community College,9101 Fayetteville Road,Raleigh,NC,27603-5696,4,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,5,1,North Carolina Community College System,,,,,,,,,,,,,21872,7611,14261,50,23,13,5,5,0,0,3,3,3,54,9,21872,3425,2610,13510,2327,50,23,13,5,5,0,0,3,3,3,54,0,,,,,,,,,,,,,,,,99,1,0,0,25,23,52,25,23,52,,,,18,16,21,0,17,16,33,9,23,21,17,33,13,25,,,,,,,,,,,,,,,,,17,,21,,19,,50870,,,,,,50870,1676,700,0,0,20,244,216,56,63,80,3,294,28,4,240,17,5,2768,2768,2768,2768,,,,18290,18290,24434,8759,8759,14903,1967,7300,27,66,49,18,1843,0,1743,100,0,22494,,,54,39,5039,16,1821,2,859,22,4995,33207869,45,5077,39,5014,1,1362,22,4893,0,6208,39,3827,33,27479170,3686,24,33416857,6187,4188572,3617735,3600033,17702,540784,30053,2022864,1966990,55874,958,52,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.706126,35.650151,NC,29.72316384
199865,Warren Wilson College,701 Warren Wilson Rd,Swannanoa,NC,28778-2099,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,22,2,1,2,-2,86,80,89,29,33,27,29,33,27,0,0,0,741,720,21,74,7,7,2,2,0,1,4,3,2,65,38,657,251,46,338,22,75,7,7,1,1,0,1,4,3,2,65,84,73,2,7,11,11,0,0,5,2,0,69,,,,,42,55,2,1,0,0,100,0,0,100,0,0,100,52,49,55,0,67,67,,27,78,53,50,0,60,,47,52,52,49,55,0,67,67,,27,78,53,50,0,60,,54,54,57,57,48,48,52863,,,,,,52863,205,67,0,0,5,27,32,8,5,17,1,43,16,0,14,12,1,32560,33970,35244,36280,51100,51100,51100,53100,53100,53100,42120,42120,42120,251,312,80,65,,10,146,,,,,605,,,99,38,4520,15,5284,99,19491,65,6119,10956174,99,22038,38,4100,16,979,65,5192,5,11003,94,19255,36,947751,4388,56,2153675,6391,3195564,253111,229611,23500,116250,2826203,581301,493274,88027,145,99,,,,,,,,,24,145,142,3,0,0,3195564,22038,112,109,2,0,1,2639960,23571,30,817529,27251,9,268210,29801,26,642114,24697,21,495045,23574,26,417062,16041,27527,112,30,9,26,21,26,-82.442619,35.610328,NC,12.01014656
199892,Wayne Community College,3000 Wayne Memorial Dr,Goldsboro,NC,27534-8002,4,2,1,2,40,1,2,-2,2,2,13,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,3238,1247,1991,57,21,14,2,2,0,0,3,1,1,61,11,3238,550,213,2180,295,57,21,14,2,2,0,0,3,1,1,61,0,,,,,,,,,,,,23,49,28,0,100,0,0,0,20,35,44,20,35,44,,,,26,24,28,0,45,45,,15,32,28,33,0,20,17,,,,,,,,,,,,,,,,,24,,,,30,,47733,,,,,,47733,434,172,0,0,6,71,42,9,11,19,0,104,46,0,57,0,1,2524,2524,2524,2524,,,,16765,16765,22909,7834,7834,13978,359,960,37,71,51,12,384,0,372,12,0,3426,,,63,55,5202,30,1974,18,698,2,12143,2680015,62,5796,55,4894,4,4663,0,,2,12143,41,1920,36,2239354,1800,0,0,,1379428,1102899,1037620,65279,226965,49564,72856,0,72856,239,62,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.945873,35.403079,NC,26.69213483
199908,Western Piedmont Community College,1001 Burkemont Ave,Morganton,NC,28655-4511,4,2,1,2,40,1,2,-2,2,2,13,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1779,660,1119,78,6,7,8,8,0,1,0,0,1,61,10,1779,305,46,908,520,78,6,7,8,8,0,1,0,0,1,61,0,,,,,,,,,,,,,,,,99,0,0,1,16,36,49,16,36,49,,,,32,31,33,0,31,31,,13,40,34,,,,18,,,,,,,,,,,,,,,,,26,,,,47,,49885,,,,,,49885,249,126,0,0,2,24,24,4,7,20,0,42,8,2,28,4,0,2513,2577,2577,2577,,,,17677,17677,23821,10380,10380,16524,181,666,27,62,36,10,189,0,184,5,0,1834,,,80,70,7180,16,2383,10,1338,5,6157,6158515,79,7075,70,7133,3,1044,0,,5,6157,54,6196,44,4943976,6142,0,0,,1054200,954916,948652,6264,73859,25425,61570,0,61570,149,79,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.687345,35.722876,NC,15.65192744
199926,Wilkes Community College,1328 South Collegiate Dr,Wilkesboro,NC,28697,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,2601,1095,1506,76,2,9,1,1,0,0,2,9,0,55,15,2601,478,54,941,1128,76,2,9,1,1,0,0,2,9,0,55,0,,,,,,,,,,,,38,47,15,0,97,0,0,3,19,28,53,19,28,53,,,,38,39,37,,,,,11,43,39,0,0,50,,,,,,,,,,,,,,,,,,36,,40,,42,,46708,,,,46485,,47415,383,193,0,0,3,15,41,17,11,16,2,85,40,4,33,7,1,2508,2572,2572,2572,,,,14778,14778,20922,8888,8888,15032,398,1064,37,66,59,11,409,0,298,111,0,2681,,,74,56,6836,36,1116,29,606,9,2415,7092897,69,6373,56,6824,3,250,9,2415,0,,50,5333,36,5090005,5226,7,697826,3855,1810061,1572228,1569478,2750,165129,72704,91785,91785,0,301,74,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.182994,36.136617,NC,30.86179775
199953,Wilson Community College,902 Herring Ave,Wilson,NC,27893-3310,4,2,1,2,40,1,2,-2,2,2,31,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1692,369,1323,46,35,12,1,1,0,1,2,3,1,67,7,1692,194,163,982,353,46,35,12,1,1,0,1,2,3,1,67,0,,,,,,,,,,,,,,,,100,0,0,0,35,37,29,35,37,29,,,,24,30,19,100,,,,11,33,31,,0,,16,,,,,,,,,,,,,,,,,20,,0,,35,,47562,,,,,,47562,212,112,0,0,3,17,23,9,6,2,0,40,23,0,17,0,0,2393,2572,2572,2572,,,,23422,23422,29566,15320,15320,21464,113,672,17,51,47,11,127,0,127,0,0,1806,,,87,67,5234,17,1423,15,724,18,4830,2724882,87,4442,67,5129,8,900,17,5029,2,228,38,3955,33,2416918,4055,13,1668040,6979,488578,444923,435923,9000,29893,13762,111094,110638,456,110,87,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.895663,35.730114,NC,43.29133858
199962,Wingate University,220 North Camden Road,Wingate,NC,28174-0159,2,1,1,1,11,1,2,2,2,2,21,1,A,-2,1,1,32,2,2,2,-2,85,81,87,7,9,6,7,9,6,0,0,0,3689,3361,328,60,17,4,4,3,0,0,6,6,3,61,34,2726,933,77,1711,5,58,18,4,2,2,0,0,8,6,4,60,963,65,15,3,8,8,0,1,2,4,2,63,,,,,70,28,2,0,0,3,97,0,4,96,0,0,100,51,46,54,33,54,50,100,33,30,59,27,48,57,38,43,48,51,46,54,33,54,50,100,33,30,59,27,48,57,38,45,45,53,53,56,56,67101,83180,73756,59876,46081,,,533,231,0,0,7,62,38,19,17,54,12,93,45,0,37,7,4,27930,29170,31120,33166,48746,48746,48746,44966,44966,44966,37966,37966,37966,933,1014,92,64,0,16,1068,,,,,2592,,,98,48,4578,50,4880,98,20904,64,6799,64010996,98,25603,48,4459,3,2178,63,5618,7,10825,99,24995,41,4794612,4515,62,10407811,6489,26908993,2343760,2282786,60974,2615838,21949395,4664320,3809175,855145,1051,98,,,,,,,,,41,1051,864,137,50,0,26908993,25603,819,679,104,36,0,21399319,26129,240,6825760,28441,170,4772905,28076,155,4270594,27552,128,2891395,22589,126,2638665,20942,19512,819,240,170,155,128,126,-80.44305,34.986064,NC,31.12528217
199999,Winston-Salem State University,601 Martin Luther King Jr Dr,Winston-Salem,NC,27110-0001,1,1,1,1,13,1,1,2,2,2,12,1,A,-2,1,1,32,2,3,1,University of North Carolina,65,63,66,36,35,36,36,34,36,0,0,0,5190,4411,779,15,74,4,1,1,0,0,3,2,2,73,20,4741,935,448,3227,131,12,77,4,1,1,0,0,4,1,1,72,449,37,44,3,5,5,0,0,0,6,5,74,3,79,18,0,87,12,0,1,14,36,50,13,35,52,26,45,29,48,46,49,100,50,50,,49,38,36,33,40,50,30,23,44,48,46,49,100,50,50,,49,38,36,33,40,50,30,46,46,55,55,51,51,73351,92647,76312,68693,60518,58967,53926,891,334,0,0,13,41,81,68,42,43,9,260,86,1,132,34,7,5707,5804,5941,5904,20134,20134,30381,20237,20237,30484,10158,10158,20405,934,1473,63,77,0,14,933,0,860,73,0,4688,,,98,78,5416,68,2561,66,2836,86,6299,30248634,90,8650,78,5102,16,1602,86,5983,3,10297,78,8244,65,15020476,4897,74,23376420,6696,7291990,3937490,3698785,238705,1615952,1738548,5076611,4798604,278007,905,97,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.225033,36.089554,NC,46.53950339
200004,Western Carolina University,Highway 107,Cullowhee,NC,28723-9646,1,1,1,1,11,1,2,2,2,2,32,1,A,-2,1,1,21,2,4,1,University of North Carolina,40,42,38,29,31,27,29,31,27,0,0,0,11639,9381,2258,79,6,7,1,1,0,1,4,1,2,57,22,10027,2198,1101,6536,192,79,5,7,1,1,0,1,4,1,2,55,1612,80,8,5,1,1,0,1,2,0,2,69,2,80,17,0,85,13,0,1,18,17,65,15,17,69,43,18,39,62,59,64,43,60,58,100,67,58,62,51,88,44,27,40,59,62,59,64,43,60,58,100,67,58,62,51,88,44,27,59,59,55,55,67,67,70510,94622,72185,64227,45375,46829,,1583,580,0,0,18,78,92,82,57,117,20,539,173,2,208,137,19,6623,6737,6897,3926,17705,17705,21705,18384,18384,22384,7602,7602,11602,2189,3420,64,80,33,17,1980,0,1800,180,0,9406,,,88,43,4774,43,3028,68,2059,67,6190,39557759,74,6380,42,4674,6,1111,67,5672,3,11074,68,6218,39,16289772,4446,59,37182356,6665,9384502,4062262,3921136,141126,2561730,2760510,8239553,7475427,764126,1704,86,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.186258,35.308979,NC,41.68996618
210571,Albright College,1621 N. 13th St.,Reading,PA,19612-5234,2,1,1,1,20,1,2,2,2,2,13,1,A,-2,1,1,31,2,2,2,-2,62,62,62,14,15,13,14,15,13,0,0,0,1934,1887,47,51,23,15,2,2,0,1,2,4,2,60,30,1912,575,86,1236,15,50,23,15,2,2,0,1,2,4,2,60,22,68,14,0,0,0,0,0,0,18,0,59,,,,,53,46,1,0,2,1,97,2,2,97,0,0,100,51,47,55,25,45,45,,31,44,66,0,47,24,,44,51,51,47,55,25,45,45,,31,44,66,0,47,24,,46,46,58,58,52,52,59940,73846,62690,54222,46250,,,355,123,0,0,4,17,38,23,14,35,3,98,48,0,37,12,1,39850,41544,43454,45306,60636,60636,60636,61036,61036,61036,48966,48966,48966,575,662,87,68,,15,464,,,,,2015,,,98,52,6237,37,3748,97,29228,90,8851,50974038,98,33694,52,5390,13,3519,89,7014,14,11689,92,27450,49,4255544,4273,85,12236485,7177,15263487,1503084,1298969,204115,637199,13123204,3682108,2910655,771453,453,98,,,,,,,,,23,453,419,34,0,0,15263487,33694,421,387,34,0,0,14436604,34291,117,4482499,38312,62,2399299,38698,85,3152988,37094,77,2329402,30252,80,2072416,25905,23785,419,117,62,85,76,79,-75.909742,40.361351,PA,51.0056243
210605,Community College of Allegheny County,800 Allegheny Ave,Pittsburgh,PA,15233-1895,4,2,1,2,40,1,2,-2,2,2,11,1,A,-2,1,1,40,2,4,2,-2,,,,,,,,,,,,,16086,5354,10732,60,17,3,3,3,0,0,3,13,0,54,12,16086,3768,533,10196,1589,60,17,3,3,3,0,0,3,13,0,54,0,,,,,,,,,,,,4,53,42,1,99,1,0,0,15,21,64,15,21,64,,,,15,16,13,15,8,8,0,5,11,18,7,18,0,25,,,,,,,,,,,,,,,,,11,,38,,17,,59542,68416,49310,44540,41140,,,1181,582,0,0,25,21,136,27,41,79,0,270,61,0,182,27,0,3999,4131,4198,4315,,,,17475,21021,24411,10665,14211,17601,1948,4686,42,60,47,18,2086,1791,234,61,0,16147,,,66,47,4822,19,1309,0,,29,5107,23624463,50,5045,47,4750,10,356,29,5107,0,,37,3905,34,20103530,3679,22,21017157,5812,5237196,4716111,4645306,70805,521085,0,3084741,3084741,0,1307,63,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.018453,40.450908,PA,88.37755102
210669,Allegheny College,520 N Main St,Meadville,PA,16335-3902,2,1,1,2,30,1,2,2,2,2,32,1,A,-2,1,1,31,2,2,2,-2,64,60,66,14,15,13,13,15,13,0,0,0,1771,1724,47,67,9,9,4,4,0,0,4,2,4,56,27,1771,474,20,1241,36,67,9,9,4,4,0,0,4,2,4,56,0,,,,,,,,,,,,3,96,1,0,50,45,4,0,0,0,100,0,0,100,,,,74,65,81,100,56,56,,55,67,76,76,,70,,66,72,74,65,81,100,56,56,,55,67,76,76,,70,,70,70,72,72,78,78,71046,89362,74125,60822,39727,,,426,160,0,0,9,41,49,38,25,19,4,81,11,0,40,30,0,42470,44250,45970,47540,63180,63180,63180,60680,60680,60680,51040,51040,51040,470,528,89,82,33,10,481,,,,,1802,,,100,37,5436,26,3359,100,32056,74,7983,58223515,100,34949,37,4826,23,1007,74,5780,12,13133,99,32618,34,2769589,4585,68,8952679,7320,16810445,978456,868650,109806,413109,15418880,2834130,2046142,787988,481,100,,,,,,,,,27,481,469,12,0,0,16810445,34949,380,369,11,0,0,14005152,36856,78,3399013,43577,63,2677316,42497,59,2324767,39403,68,2386664,35098,112,3217392,28727,25880,380,78,63,59,68,112,-80.147168,41.64869,PA,42.80882353
